Animal	Weight	Food	Temp	Photoperiod	Location	Age	Sire	Dam	Litter
M57	21.5	6	20	short	chamber	257	male_A6	female_33	H
M57	20.7	5.2	20	short	chamber	257	male_A6	female_33	H
M57	21.7	5.8	20	short	chamber	257	male_A6	female_33	H
M57	22.2	6	20	short	chamber	257	male_A6	female_33	H
M57	22.7	6.3	20	short	chamber	257	male_A6	female_33	H
M57	23	6.5	20	short	chamber	257	male_A6	female_33	H
M57	22.7	4.9	20	short	chamber	257	male_A6	female_33	H
M57	23	5.9	20	short	chamber	257	male_A6	female_33	H
M57	24.4	6.3	20	short	chamber	257	male_A6	female_33	H
M57	25.1	5.6	20	short	chamber	257	male_A6	female_33	H
M57	23.7	5.5	20	short	chamber	257	male_A6	female_33	H
M57	24.4	6.5	20	short	chamber	257	male_A6	female_33	H
M57	26.7	6.5	20	short	chamber	257	male_A6	female_33	H
M58	18.8	5.2	20	short	chamber	257	male_A6	female_33	H
M58	17.8	4.2	20	short	chamber	257	male_A6	female_33	H
M58	17.6	4.3	20	short	chamber	257	male_A6	female_33	H
M58	16.7	4.4	20	short	chamber	257	male_A6	female_33	H
M58	18.6	5.3	20	short	chamber	257	male_A6	female_33	H
M58	19.7	5.3	20	short	chamber	257	male_A6	female_33	H
M58	20.4	5.9	20	short	chamber	257	male_A6	female_33	H
M58	21.3	5	20	short	chamber	257	male_A6	female_33	H
M58	21.5	4.4	20	short	chamber	257	male_A6	female_33	H
M58	21.6	5.4	20	short	chamber	257	male_A6	female_33	H
M58	22	5.3	20	short	chamber	257	male_A6	female_33	H
M58	21.5	5.3	20	short	chamber	257	male_A6	female_33	H
M58	21.3	5.1	20	short	chamber	257	male_A6	female_33	H
M58	19.3	5.1	20	short	chamber	257	male_A6	female_33	H
M58	22.4	5.5	20	short	chamber	257	male_A6	female_33	H
M58	22.2	4.9	20	short	chamber	257	male_A6	female_33	H
M58	24	7.8	20	short	chamber	257	male_A6	female_33	H
M58	27.3	7.9	20	short	chamber	257	male_A6	female_33	H
M58	28.8	8	20	short	chamber	257	male_A6	female_33	H
M58	25.3	5.2	20	short	chamber	257	male_A6	female_33	H
M26	19.3	9.4	20	long	chamber	508	male_4	female_1	B
M26	19.3	10.4	20	long	chamber	508	male_4	female_1	B
M26	19	5.5	20	long	chamber	508	male_4	female_1	B
M26	18.9	9.2	20	long	chamber	508	male_4	female_1	B
M26	19.1	9.1	20	long	chamber	508	male_4	female_1	B
M26	20	8.7	20	long	chamber	508	male_4	female_1	B
M26	19.9	9.9	20	long	chamber	508	male_4	female_1	B
M26	20	7.8	20	long	chamber	508	male_4	female_1	B
M26	20	7.5	20	long	chamber	508	male_4	female_1	B
M26	19.6	9.3	20	long	chamber	508	male_4	female_1	B
M26	19.6	7.8	20	long	chamber	508	male_4	female_1	B
M26	19.4	8.7	20	long	chamber	508	male_4	female_1	B
M26	19.7	6.2	20	long	chamber	508	male_4	female_1	B
M26	19.7	8.1	20	long	chamber	508	male_4	female_1	B
M26	19.7	7.5	20	long	chamber	508	male_4	female_1	B
M26	19.4	6.3	20	long	chamber	508	male_4	female_1	B
M26	19.7	8.3	20	long	chamber	508	male_4	female_1	B
M26	17.6	4.4	20	long	chamber	508	male_4	female_1	B
M26	18.7	11	20	long	chamber	508	male_4	female_1	B
M26	19.2	7.1	20	long	chamber	508	male_4	female_1	B
M26	19.7	7.1	20	long	chamber	508	male_4	female_1	B
M26	19.6	6.8	20	long	chamber	508	male_4	female_1	B
M26	19.6	7.8	20	long	chamber	508	male_4	female_1	B
M26	19.8	7.5	20	long	chamber	508	male_4	female_1	B
M26	19.8	6.6	20	long	chamber	508	male_4	female_1	B
M26	19.7	5.5	20	long	chamber	508	male_4	female_1	B
M26	19.9	5.3	20	long	chamber	508	male_4	female_1	B
M26	19	7.9	20	long	chamber	508	male_4	female_1	B
M26	19	5.6	20	long	chamber	508	male_4	female_1	B
M26	19.6	7.6	20	long	chamber	508	male_4	female_1	B
M35	16.8	4.5	20	long	chamber	385	male_3	female_20	D
M35	17.2	3.93	20	long	chamber	385	male_3	female_20	D
M35	17.6	4.75	20	long	chamber	385	male_3	female_20	D
M35	17.3	4.24	20	long	chamber	385	male_3	female_20	D
M35	17.3	5.23	20	long	chamber	385	male_3	female_20	D
M35	17.3	4.88	20	long	chamber	385	male_3	female_20	D
M35	17.7	6.1	20	long	chamber	385	male_3	female_20	D
M35	17.4	4.28	20	long	chamber	385	male_3	female_20	D
M35	17.4	4.53	20	long	chamber	385	male_3	female_20	D
M35	17.2	4.58	20	long	chamber	385	male_3	female_20	D
M35	17.3	3.83	20	long	chamber	385	male_3	female_20	D
M35	17.4	4.8	20	long	chamber	385	male_3	female_20	D
M35	17.5	4.5	20	long	chamber	385	male_3	female_20	D
M35	17	4.53	20	long	chamber	385	male_3	female_20	D
M35	17.1	4.03	20	long	chamber	385	male_3	female_20	D
M35	17.5	4.03	20	long	chamber	385	male_3	female_20	D
M35	17.1	4.6	20	long	chamber	385	male_3	female_20	D
M35	17.1	4.48	20	long	chamber	385	male_3	female_20	D
M35	17.5	5.5	20	long	chamber	385	male_3	female_20	D
M35	16.7	4.18	20	long	chamber	385	male_3	female_20	D
M35	17.4	5.77	20	long	chamber	385	male_3	female_20	D
M35	17.6	4.7	20	long	chamber	385	male_3	female_20	D
M35	17.2	5.7	20	long	chamber	385	male_3	female_20	D
M35	17.4	3.8	20	long	chamber	385	male_3	female_20	D
M35	17.1	4.53	20	long	chamber	385	male_3	female_20	D
M35	17.3	4.65	20	long	chamber	385	male_3	female_20	D
M35	17.1	3.57	20	long	chamber	385	male_3	female_20	D
M35	16.9	4	20	long	chamber	385	male_3	female_20	D
M35	16.9	4.87	20	long	chamber	385	male_3	female_20	D
M35	16.8	4.78	20	long	chamber	385	male_3	female_20	D
M54	16.7	8.1	20	long	chamber	257	male_A6	female_33	H
M54	18.3	7.5	20	long	chamber	257	male_A6	female_33	H
M54	17.9	6.7	20	long	chamber	257	male_A6	female_33	H
M54	18.1	7.5	20	long	chamber	257	male_A6	female_33	H
M54	18.7	8.3	20	long	chamber	257	male_A6	female_33	H
M54	18.5	7.9	20	long	chamber	257	male_A6	female_33	H
M54	19.1	8	20	long	chamber	257	male_A6	female_33	H
M54	19.2	7	20	long	chamber	257	male_A6	female_33	H
M54	19.3	6.8	20	long	chamber	257	male_A6	female_33	H
M54	18.6	7.5	20	long	chamber	257	male_A6	female_33	H
M54	19.6	7.5	20	long	chamber	257	male_A6	female_33	H
M54	18.8	8.9	20	long	chamber	257	male_A6	female_33	H
M54	19.2	8.1	20	long	chamber	257	male_A6	female_33	H
M54	18.6	8.4	20	long	chamber	257	male_A6	female_33	H
M54	19.3	6.3	20	long	chamber	257	male_A6	female_33	H
M54	19	6.6	20	long	chamber	257	male_A6	female_33	H
M54	19	7.8	20	long	chamber	257	male_A6	female_33	H
M54	18.8	7.2	20	long	chamber	257	male_A6	female_33	H
M54	17.8	6.8	20	long	chamber	257	male_A6	female_33	H
M54	17.9	7.1	20	long	chamber	257	male_A6	female_33	H
M54	18.1	7.8	20	long	chamber	257	male_A6	female_33	H
M54	18.1	8.6	20	long	chamber	257	male_A6	female_33	H
M54	18.1	7.4	20	long	chamber	257	male_A6	female_33	H
M54	17.2	6.5	20	long	chamber	257	male_A6	female_33	H
M54	18.2	8.2	20	long	chamber	257	male_A6	female_33	H
M54	18.4	6.8	20	long	chamber	257	male_A6	female_33	H
M54	17.7	6.3	20	long	chamber	257	male_A6	female_33	H
M54	16.3	11.7	20	long	chamber	257	male_A6	female_33	H
M54	17	13.3	20	long	chamber	257	male_A6	female_33	H
M54	17.3	15.3	20	long	chamber	257	male_A6	female_33	H
M56	18	6.4	20	long	chamber	257	male_A6	female_33	H
M56	17.6	5.28	20	long	chamber	257	male_A6	female_33	H
M56	18.5	5.8	20	long	chamber	257	male_A6	female_33	H
M56	17.6	5.6	20	long	chamber	257	male_A6	female_33	H
M56	18.6	6.6	20	long	chamber	257	male_A6	female_33	H
M56	17.7	6.8	20	long	chamber	257	male_A6	female_33	H
M56	18.2	7.07	20	long	chamber	257	male_A6	female_33	H
M56	18.6	6.63	20	long	chamber	257	male_A6	female_33	H
M56	18.5	5.83	20	long	chamber	257	male_A6	female_33	H
M56	17.5	6.53	20	long	chamber	257	male_A6	female_33	H
M56	17.5	6.17	20	long	chamber	257	male_A6	female_33	H
M56	18.5	6.95	20	long	chamber	257	male_A6	female_33	H
M56	18.5	9.8	20	long	chamber	257	male_A6	female_33	H
M56	16.6	4	20	long	chamber	257	male_A6	female_33	H
M56	17.4	5.73	20	long	chamber	257	male_A6	female_33	H
M56	17.8	6.05	20	long	chamber	257	male_A6	female_33	H
M56	18.5	6.63	20	long	chamber	257	male_A6	female_33	H
M56	17.8	5.8	20	long	chamber	257	male_A6	female_33	H
M56	18.4	6.87	20	long	chamber	257	male_A6	female_33	H
M56	17.9	6.25	20	long	chamber	257	male_A6	female_33	H
M56	18	6.87	20	long	chamber	257	male_A6	female_33	H
M56	17.4	6.38	20	long	chamber	257	male_A6	female_33	H
M56	17.2	7.37	20	long	chamber	257	male_A6	female_33	H
M56	17.5	5.93	20	long	chamber	257	male_A6	female_33	H
M56	18.2	6.6	20	long	chamber	257	male_A6	female_33	H
M56	17.8	6.18	20	long	chamber	257	male_A6	female_33	H
M56	17.6	5.53	20	long	chamber	257	male_A6	female_33	H
M56	18	6.53	20	long	chamber	257	male_A6	female_33	H
M56	17.7	5.97	20	long	chamber	257	male_A6	female_33	H
M56	17.8	6.1	20	long	chamber	257	male_A6	female_33	H
M59	19	6.1	20	long	chamber	257	male_A6	female_33	H
M59	18.1	5.7	20	long	chamber	257	male_A6	female_33	H
M59	17.6	5.4	20	long	chamber	257	male_A6	female_33	H
M59	18.1	5.1	20	long	chamber	257	male_A6	female_33	H
M59	18.4	6.77	20	long	chamber	257	male_A6	female_33	H
M59	18.5	6.28	20	long	chamber	257	male_A6	female_33	H
M59	18	6.33	20	long	chamber	257	male_A6	female_33	H
M59	18.4	6.05	20	long	chamber	257	male_A6	female_33	H
M59	17.8	4.73	20	long	chamber	257	male_A6	female_33	H
M59	17.2	6	20	long	chamber	257	male_A6	female_33	H
M59	17.6	5.43	20	long	chamber	257	male_A6	female_33	H
M59	18.7	6.13	20	long	chamber	257	male_A6	female_33	H
M59	18.3	6.2	20	long	chamber	257	male_A6	female_33	H
M59	16.5	6	20	long	chamber	257	male_A6	female_33	H
M59	17.5	4.93	20	long	chamber	257	male_A6	female_33	H
M59	18.4	5.8	20	long	chamber	257	male_A6	female_33	H
M59	17.1	6.43	20	long	chamber	257	male_A6	female_33	H
M59	18.7	4.8	20	long	chamber	257	male_A6	female_33	H
M59	18.3	5.47	20	long	chamber	257	male_A6	female_33	H
M59	18.9	5.5	20	long	chamber	257	male_A6	female_33	H
M59	19.1	4.9	20	long	chamber	257	male_A6	female_33	H
M59	18.8	5.68	20	long	chamber	257	male_A6	female_33	H
M59	19.3	5.2	20	long	chamber	257	male_A6	female_33	H
M59	18.8	4.8	20	long	chamber	257	male_A6	female_33	H
M59	19.5	5.3	20	long	chamber	257	male_A6	female_33	H
M59	19.3	4.38	20	long	chamber	257	male_A6	female_33	H
M59	19.2	4.17	20	long	chamber	257	male_A6	female_33	H
M59	18.7	4.7	20	long	chamber	257	male_A6	female_33	H
M59	18.3	4.8	20	long	chamber	257	male_A6	female_33	H
M59	17.9	3.98	20	long	chamber	257	male_A6	female_33	H
